Room ID;Name;Host ID;Neighbourhood;Room type;Room Price;Minimum nights;Number of reviews;Date last review;Number of reviews per month;Rooms rent by the host;Availibility;Updated Date;City;Country;Coordinates;Location
41528054;Sara Apartment Vienna;327095423;Penzing;Entire home/apt;90;1;17;12.03.2020;Бер.38;1;170;16.06.2020;Vienna;Austria;48.199929865958914, 16.315470656014195;Austria, Vienna, Penzing
41609889;CheckVienna - Hernalser Hauptstrasse Family 3R2S;2816192;Hernals;Entire home/apt;440;2;0;;;91;0;16.06.2020;Vienna;Austria;48.22464086504976, 16.31437975013166;Austria, Vienna, Hernals
41791862;great located fancy, sunny, quiet apartment;15853969;Meidling;Entire home/apt;25;6;1;18.02.2020;0.25;2;31;16.06.2020;Vienna;Austria;48.178759665069855, 16.32939043280032;Austria, Vienna, Meidling
41804335;Spacious apartment in the 9th;190766448;Alsergrund;Entire home/apt;39;4;0;;;1;80;16.06.2020;Vienna;Austria;48.227117444980436, 16.362888955141315;Austria, Vienna, Alsergrund
41827612;Rudolf;330579724;Wieden;Entire home/apt;59;2;0;;;4;180;16.06.2020;Vienna;Austria;48.18987225018714, 16.366062572859963;Austria, Vienna, Wieden
42005582;Small typical Viennese Maisonetteapartement;125166104;Wieden;Entire home/apt;80;1;0;;;1;89;16.06.2020;Vienna;Austria;48.18738414929099, 16.374272430703847;Austria, Vienna, Wieden
42189611;Vienna Residence | Convenient business apartment with own working area #6409;15935294;Josefstadt;Entire home/apt;170;1;0;;;100;364;16.06.2020;Vienna;Austria;48.20860195477542, 16.35340279453431;Austria, Vienna, Josefstadt
42332148;Proche Stephansplatz - Appartement de rêve;33348865;Innere Stadt;Entire home/apt;175;6;0;;;1;17;16.06.2020;Vienna;Austria;48.208093509770485, 16.37639697798986;Austria, Vienna, Innere Stadt
42359226;Top Modern Flat-Vienna Naschmarkt Nearby Feeling;311954168;Margareten;Entire home/apt;60;2;3;07.03.2020;0.8;1;217;16.06.2020;Vienna;Austria;48.188866259571704, 16.350961143536068;Austria, Vienna, Margareten
42739622;Leuhusen Olive Apartment Vienna;30158835;Leopoldstadt;Entire home/apt;300;1;0;;;13;354;16.06.2020;Vienna;Austria;48.217295408288116, 16.388375986387462;Austria, Vienna, Leopoldstadt
42742796;Nice new flat Heart of the Vienna;228848162;Innere Stadt;Entire home/apt;189;1;0;;;1;365;16.06.2020;Vienna;Austria;48.20430533404161, 16.371578389969095;Austria, Vienna, Innere Stadt
42879147;Gorgeous and quiet oasis in the heart of Vienna;178922983;Rudolfsheim-Fnfhaus;Entire home/apt;64;1;1;28.05.2020;1.0;1;365;16.06.2020;Vienna;Austria;48.19746327550897, 16.338364975861325;Austria, Vienna, Rudolfsheim-Fnfhaus
42950689;Lovely Apartment - Long Stay possible!;246743902;Rudolfsheim-Fnfhaus;Entire home/apt;22;14;0;;;14;239;16.06.2020;Vienna;Austria;48.193451356981114, 16.338069403818277;Austria, Vienna, Rudolfsheim-Fnfhaus
42961919;Sophie´s Superior -  Klimaanlage & Gratisparkplatz;274565185;Ottakring;Entire home/apt;110;1;1;13.06.2020;1.0;4;341;16.06.2020;Vienna;Austria;48.21365337920437, 16.337088048713863;Austria, Vienna, Ottakring
43017287;Loft near Schwedenplatz U1/U4/U2;113999176;Leopoldstadt;Entire home/apt;100;3;0;;;1;271;16.06.2020;Vienna;Austria;48.218479137153956, 16.38256157351319;Austria, Vienna, Leopoldstadt
43073315;Deluxe Doppelzimmer mit Balkon;4331202;Meidling;Entire home/apt;109;1;0;;;73;355;16.06.2020;Vienna;Austria;48.179844310742396, 16.335028215047693;Austria, Vienna, Meidling
43073764;Standard Einzelzimmer;4331202;Meidling;Entire home/apt;89;1;0;;;73;364;16.06.2020;Vienna;Austria;48.17830140024486, 16.335089608209664;Austria, Vienna, Meidling
43073769;Einzel Apartment;4331202;Meidling;Entire home/apt;89;1;1;18.05.2020;1.0;73;364;16.06.2020;Vienna;Austria;48.17932843841734, 16.333854849970574;Austria, Vienna, Meidling
43172047;LAN ting ding run ting;343770178;Favoriten;Entire home/apt;40;1;0;;;1;77;16.06.2020;Vienna;Austria;48.17788844288985, 16.37767357191854;Austria, Vienna, Favoriten
43182481;Dtours Apartment Vienna;343846552;Donaustadt;Entire home/apt;100;1;0;;;1;85;16.06.2020;Vienna;Austria;48.25134487171315, 16.43818504366299;Austria, Vienna, Donaustadt
43308754;Modern Apartment with Car-Sharing;42359856;Leopoldstadt;Entire home/apt;90;30;0;;;2;179;16.06.2020;Vienna;Austria;48.22655880108654, 16.39406762037162;Austria, Vienna, Leopoldstadt
43347355;NEW 36m2 apartment with garden near Schönbrunn;296239150;Penzing;Entire home/apt;100;1;0;;;1;0;16.06.2020;Vienna;Austria;48.19523380122615, 16.298345034254552;Austria, Vienna, Penzing
43471219;Gemütliche Wohnung in guter Lage;346620108;Ottakring;Entire home/apt;45;1;0;;;1;162;16.06.2020;Vienna;Austria;48.22070675244004, 16.313847480417607;Austria, Vienna, Ottakring
43632030;2 Bedroom Apartment Prater;11687935;Landstra§e;Entire home/apt;81;29;0;;;17;365;16.06.2020;Vienna;Austria;48.19330089186283, 16.403829297721852;Austria, Vienna, Landstra§e
43772998;Zentral Wohnen/Appartment at The Center;349850735;Mariahilf;Entire home/apt;60;4;0;;;1;105;16.06.2020;Vienna;Austria;48.19453473415254, 16.348401988109266;Austria, Vienna, Mariahilf
43778644;Sunny apartment under the Vienna sky;765523;Wieden;Entire home/apt;50;30;0;;;3;89;16.06.2020;Vienna;Austria;48.18877879050278, 16.377814089744543;Austria, Vienna, Wieden
399553;french flair in downtown vienna!;1975126;Innere Stadt;Entire home/apt;149;1;24;31.07.2019;0.24;4;362;16.06.2020;Vienna;Austria;48.2099533872932, 16.367302265064385;Austria, Vienna, Innere Stadt
404657;Sunny, quiet and central apartment with terrace;1693552;Mariahilf;Entire home/apt;73;3;56;25.08.2019;Січ.27;1;0;16.06.2020;Vienna;Austria;48.194587685840155, 16.351953190050196;Austria, Vienna, Mariahilf
438073;Walking distance from St Cathedral;624511;Leopoldstadt;Entire home/apt;95;2;66;01.01.2020;0.76;2;345;16.06.2020;Vienna;Austria;48.22037202918463, 16.38154156919623;Austria, Vienna, Leopoldstadt
570241;Apartment Magdalenenstrasse I;2805424;Mariahilf;Entire home/apt;83;3;50;05.04.2020;0.59;24;363;16.06.2020;Vienna;Austria;48.19322993385512, 16.353504978532886;Austria, Vienna, Mariahilf
958755;Elegant Flat nr. St. Charles Church;5217546;Wieden;Entire home/apt;95;2;183;24.03.2019;02.Сер;2;365;16.06.2020;Vienna;Austria;48.19721216502217, 16.374433830410503;Austria, Vienna, Wieden
974496;komfort. Apartment, central located;5329109;Wieden;Entire home/apt;85;4;16;11.12.2019;0.19;3;365;16.06.2020;Vienna;Austria;48.19123207392604, 16.36875482138858;Austria, Vienna, Wieden
979620;Schönbrunn New 2-rooms Apartment;5361631;Meidling;Entire home/apt;70;1;78;08.12.2019;0.89;1;361;16.06.2020;Vienna;Austria;48.18290779976539, 16.32199085973114;Austria, Vienna, Meidling
1029858;Luxury apartment with urban View;5615394;Hernals;Entire home/apt;59;50;15;07.03.2020;0.2;1;133;16.06.2020;Vienna;Austria;48.21320118365675, 16.34096343711189;Austria, Vienna, Hernals
1064748;quiet, bright and familyfriendly with balcony 625;5857639;Margareten;Entire home/apt;49;3;10;01.01.2020;0.13;32;259;16.06.2020;Vienna;Austria;48.183775394889146, 16.357536140592977;Austria, Vienna, Margareten
1215334;70m2 Apartment Boutique Style near to Naschmarkt;6633331;Mariahilf;Entire home/apt;99;3;18;26.07.2019;0.21;1;332;16.06.2020;Vienna;Austria;48.19188574404805, 16.35170497481596;Austria, Vienna, Mariahilf
1393000;Spacious art nouveau flat;7529283;Alsergrund;Entire home/apt;90;2;44;06.10.2019;0.59;1;365;16.06.2020;Vienna;Austria;48.22045828940548, 16.364825172203798;Austria, Vienna, Alsergrund
1437665;Zentrales Mini Queens Apartment B1;5903756;Margareten;Entire home/apt;39;1;3;01.01.2020;0.1;8;365;16.06.2020;Vienna;Austria;48.188043980205485, 16.347416477705163;Austria, Vienna, Margareten
1492911;*** Carrie's Fabulous World ***;3974088;Whring;Entire home/apt;62;3;77;26.04.2020;0.93;1;215;16.06.2020;Vienna;Austria;48.23005175969121, 16.3472812526071;Austria, Vienna, Whring
1509701;GREAT ! Apartment Diana ! Downtown;8063607;Landstra§e;Entire home/apt;59;2;200;15.03.2020;Лют.93;1;351;16.06.2020;Vienna;Austria;48.21129587801, 16.390751910617944;Austria, Vienna, Landstra§e
1589630;2BR - KLIMT Apartment in Vienna for 6 peolpe;13336646;Penzing;Entire home/apt;75;1;16;18.05.2019;0.24;9;140;16.06.2020;Vienna;Austria;48.19579169473025, 16.28679143464869;Austria, Vienna, Penzing
1770598;SCHÖNE HELLE SYMPATHISCHE WOHNUNG!!;9300946;Josefstadt;Entire home/apt;89;2;87;04.01.2020;01.Сер;1;345;16.06.2020;Vienna;Austria;48.209356484253036, 16.352861937120664;Austria, Vienna, Josefstadt
2041214;VIENNAFAVORITE 1 *****  CITY LOFT/TERRACE/WIFI;10444230;Favoriten;Entire home/apt;48;90;17;18.08.2019;0.22;4;259;16.06.2020;Vienna;Austria;48.172576607588454, 16.368544629602162;Austria, Vienna, Favoriten
2061527;Sunny Studio very central;1510938;Margareten;Entire home/apt;47;2;278;15.03.2020;Бер.52;2;90;16.06.2020;Vienna;Austria;48.187266824759995, 16.36142569275728;Austria, Vienna, Margareten
2097189;SP7 - Vienna City Studio - 30m2;4304771;Margareten;Entire home/apt;50;28;4;10.12.2019;0.07;50;364;16.06.2020;Vienna;Austria;48.18849227046928, 16.354458597876814;Austria, Vienna, Margareten
2097219;Cosy Vienna City Studio - 30m2;4304771;Margareten;Entire home/apt;50;28;2;15.09.2019;0.04;50;289;16.06.2020;Vienna;Austria;48.18973296678452, 16.355120638183596;Austria, Vienna, Margareten
2207635;Charming, Calm and Central;659388;Alsergrund;Entire home/apt;55;2;37;01.05.2019;0.55;1;173;16.06.2020;Vienna;Austria;48.220662014538675, 16.36343907765361;Austria, Vienna, Alsergrund
2295574;vienna2stay - Aquamarine;11725570;Landstra§e;Entire home/apt;28;10;0;;;7;151;16.06.2020;Vienna;Austria;48.1911306258426, 16.390047366782383;Austria, Vienna, Landstra§e
2722894;2.5-rooms & balcony, Full service;13933819;Floridsdorf;Entire home/apt;67;3;15;30.10.2019;0.21;3;46;16.06.2020;Vienna;Austria;48.26845146614831, 16.45589258565937;Austria, Vienna, Floridsdorf
2901057;Viennese Palais Apartment with 4 bedrooms;12857232;Landstra§e;Entire home/apt;260;3;102;25.02.2020;Січ.39;3;95;16.06.2020;Vienna;Austria;48.198663102762666, 16.381670143719266;Austria, Vienna, Landstra§e
3023605;aesthetic flat - 5th district;15407390;Margareten;Entire home/apt;39;3;6;14.10.2018;0.1;1;0;16.06.2020;Vienna;Austria;48.18154194709117, 16.348698687644273;Austria, Vienna, Margareten
3287056;Center of Belle Epoque Vienna;16610789;Mariahilf;Entire home/apt;150;20;19;07.01.2020;0.31;1;364;16.06.2020;Vienna;Austria;48.19874383100395, 16.359863374827285;Austria, Vienna, Mariahilf
3631646;SR17 - Cosy City Center Studio -30m2;4304771;Leopoldstadt;Entire home/apt;50;28;10;06.01.2020;0.19;50;167;16.06.2020;Vienna;Austria;48.22182783848227, 16.374914980116404;Austria, Vienna, Leopoldstadt
3808244;beautiful flat with loggia & garden;19570146;Josefstadt;Entire home/apt;65;1;1;14.09.2014;0.01;1;0;16.06.2020;Vienna;Austria;48.20767252412067, 16.34875431881018;Austria, Vienna, Josefstadt
4042671;Terrific location - Mini Apart 9;13252685;Leopoldstadt;Entire home/apt;70;31;9;03.01.2020;0.13;7;0;16.06.2020;Vienna;Austria;48.2177320894308, 16.375182791958746;Austria, Vienna, Leopoldstadt
4076315;Former Gardener house - big garden!;21142354;Simmering;Entire home/apt;39;2;9;16.08.2018;0.14;1;0;16.06.2020;Vienna;Austria;48.17696081376246, 16.455325004431476;Austria, Vienna, Simmering
4193402;2 BR- KLIMT Apartment in Vienna for 7 people;13336646;Penzing;Entire home/apt;85;1;23;11.11.2019;0.34;9;0;16.06.2020;Vienna;Austria;48.19642015491036, 16.288474565195735;Austria, Vienna, Penzing
4196655;First class Apartment Paulus near center;21771038;Wieden;Entire home/apt;95;7;3;29.07.2018;0.08;4;166;16.06.2020;Vienna;Austria;48.1879957132756, 16.366497403203972;Austria, Vienna, Wieden
4266592;Vienna's most popular Area;5999129;Neubau;Entire home/apt;99;2;224;16.03.2020;Бер.25;3;357;16.06.2020;Vienna;Austria;48.203659609584086, 16.34997526964207;Austria, Vienna, Neubau
4360398;Spacious 125 m2 flat with Jacuzzi close to center;22635421;Landstra§e;Entire home/apt;96;1;266;10.03.2020;Кві.89;2;0;16.06.2020;Vienna;Austria;48.207398682639536, 16.393084090990538;Austria, Vienna, Landstra§e
4413284;Design Apartment - Central location;20507981;Neubau;Entire home/apt;109;5;64;03.01.2020;0.96;3;365;16.06.2020;Vienna;Austria;48.20537698387204, 16.354424729360005;Austria, Vienna, Neubau
4510882;Stylish escapade in the trendy 6th.;23389418;Mariahilf;Entire home/apt;74;30;1;04.01.2015;0.02;1;363;16.06.2020;Vienna;Austria;48.18950360454257, 16.34018975713876;Austria, Vienna, Mariahilf
4538082;Premium Apartment Vienna II;1751599;Leopoldstadt;Entire home/apt;80;4;205;30.04.2020;03.Кві;4;72;16.06.2020;Vienna;Austria;48.21975967666777, 16.403063502650774;Austria, Vienna, Leopoldstadt
4584280;Live on Vienna's #1 Shopping Street 5min to center;10640501;Mariahilf;Entire home/apt;69;5;2;05.01.2016;0.03;1;0;16.06.2020;Vienna;Austria;48.19549705807032, 16.34262809179689;Austria, Vienna, Mariahilf
4604716;Historistic Otto Wagner Palais with Breakfast;18982651;Innere Stadt;Entire home/apt;169;2;39;02.02.2020;0.58;3;0;16.06.2020;Vienna;Austria;48.20853301742915, 16.35611515063462;Austria, Vienna, Innere Stadt
4631292;sunny 53 m2 appartment with view;5142885;Rudolfsheim-Fnfhaus;Entire home/apt;60;5;3;04.01.2018;0.05;1;0;16.06.2020;Vienna;Austria;48.19615164054637, 16.315014044504625;Austria, Vienna, Rudolfsheim-Fnfhaus
4676803;Modern townhouse with balcony;2418146;Brigittenau;Entire home/apt;73;4;72;23.02.2020;01.Сер;14;120;16.06.2020;Vienna;Austria;48.22817953522334, 16.37147357045661;Austria, Vienna, Brigittenau
4725031;Vintagehome: the Loft by Schönbrunn;24403804;Rudolfsheim-Fnfhaus;Entire home/apt;100;1;16;22.02.2020;0.24;7;122;16.06.2020;Vienna;Austria;48.18790983687102, 16.325960783401918;Austria, Vienna, Rudolfsheim-Fnfhaus
5010320;Cosy and quiet apartment , 1 minute to subway U6;25840028;Meidling;Entire home/apt;45;3;118;03.01.2020;01.Вер;3;365;16.06.2020;Vienna;Austria;48.17968720515681, 16.332443699967364;Austria, Vienna, Meidling
5182892;AKH - UNI 10min - Zentrum 10 min;26799846;Whring;Entire home/apt;39;2;216;25.03.2020;Бер.48;5;169;16.06.2020;Vienna;Austria;48.21820418421796, 16.340006594042894;Austria, Vienna, Whring
5204749;40m² city center apartment in quiet historic house;9944341;Neubau;Entire home/apt;30;1;66;14.03.2020;01.Лют;1;0;16.06.2020;Vienna;Austria;48.20657376539662, 16.351921366341735;Austria, Vienna, Neubau
5326717;100m2 Viennese style near Augarten;18923861;Brigittenau;Entire home/apt;80;1;1;26.07.2015;0.02;2;0;16.06.2020;Vienna;Austria;48.230105635034064, 16.370748262695788;Austria, Vienna, Brigittenau
5345628;ღ 140 m2 Large City Maisonette + terrace;5515546;Leopoldstadt;Entire home/apt;90;2;66;31.12.2019;01.Лют;2;0;16.06.2020;Vienna;Austria;48.21581106927644, 16.377532996155114;Austria, Vienna, Leopoldstadt
5623462;Ruhige Maisonette in U-Bahnnähe;29148568;Donaustadt;Entire home/apt;150;3;0;;;1;0;16.06.2020;Vienna;Austria;48.2251508256713, 16.489397547194567;Austria, Vienna, Donaustadt
6052321;Between Schönbrunn and Stephansdom;20962897;Rudolfsheim-Fnfhaus;Entire home/apt;69;1;266;17.05.2020;Кві.33;2;84;16.06.2020;Vienna;Austria;48.19468599388214, 16.334074716471594;Austria, Vienna, Rudolfsheim-Fnfhaus
6142704;Luxury central  1 Bedroom Air-con Apartment 2.22a;14070533;Alsergrund;Entire home/apt;100;1;8;29.09.2019;0.14;30;0;16.06.2020;Vienna;Austria;48.217567125080016, 16.35078923482527;Austria, Vienna, Alsergrund
6142874;Cosy, warm Appartment in vienna;31864848;Rudolfsheim-Fnfhaus;Entire home/apt;99;1;0;;;1;0;16.06.2020;Vienna;Austria;48.2031836148476, 16.330206056209146;Austria, Vienna, Rudolfsheim-Fnfhaus
6154818;Charmante Whg. in zentraler Lage,kontakloserZugang;31928218;Hernals;Entire home/apt;46;1;86;07.03.2020;Січ.38;1;306;16.06.2020;Vienna;Austria;48.22258491299198, 16.31954534364471;Austria, Vienna, Hernals
6159529;Top Location - Vienna City Center, next to Opera;12159020;Innere Stadt;Entire home/apt;125;3;66;18.02.2020;01.Сер;1;182;16.06.2020;Vienna;Austria;48.20190850708457, 16.373991657430587;Austria, Vienna, Innere Stadt
6248880;Welcome home!;6480282;Rudolfsheim-Fnfhaus;Entire home/apt;120;3;15;04.01.2020;0.3;1;0;16.06.2020;Vienna;Austria;48.1990674806688, 16.330202471298122;Austria, Vienna, Rudolfsheim-Fnfhaus
6334695;Cozy DIY-Apatrment in the center of Vienna;32978690;Leopoldstadt;Entire home/apt;25;1;0;;;1;0;16.06.2020;Vienna;Austria;48.22269151457733, 16.38239561384945;Austria, Vienna, Leopoldstadt
6354260;Cute Studio in the heart of Vienna;3613176;Whring;Entire home/apt;63;2;15;25.09.2016;0.25;1;0;16.06.2020;Vienna;Austria;48.22098679420793, 16.337606329822723;Austria, Vienna, Whring
6365028;Penthouse Suite 4 Bedrooms;4331202;Innere Stadt;Entire home/apt;510;3;80;15.06.2020;Січ.33;73;359;16.06.2020;Vienna;Austria;48.204661062633484, 16.371660726104995;Austria, Vienna, Innere Stadt
6691046;MSQ Diana - apartment near CITY with wlan;35014653;Landstra§e;Entire home/apt;52;1;501;09.03.2020;Сер.19;2;190;16.06.2020;Vienna;Austria;48.209718537228085, 16.38919972602141;Austria, Vienna, Landstra§e
6755034;Shermin Apartments Centrally Located Apart. Vienna;3127815;Wieden;Entire home/apt;80;5;6;09.12.2019;0.2;8;363;16.06.2020;Vienna;Austria;48.189948379427584, 16.374498086943326;Austria, Vienna, Wieden
6965125;Beautiful flat with big roofterrace;1903576;Neubau;Entire home/apt;100;3;3;05.08.2018;0.06;1;0;16.06.2020;Vienna;Austria;48.204272234336635, 16.337556368669297;Austria, Vienna, Neubau
7056913;Quiet rooftop-apartment with private terrace!;37011587;Mariahilf;Entire home/apt;89;2;328;09.03.2020;Тра.51;2;321;16.06.2020;Vienna;Austria;48.19257174470401, 16.35390537507923;Austria, Vienna, Mariahilf
7208002;Haus Max - Central Studio with Park View;37547142;Leopoldstadt;Entire home/apt;31;1;89;08.06.2020;Січ.72;7;239;16.06.2020;Vienna;Austria;48.22102628020978, 16.398227571802508;Austria, Vienna, Leopoldstadt
7667299;Apartment Karlskirche 2;685572;Wieden;Entire home/apt;248;3;43;15.12.2019;0.76;7;153;16.06.2020;Vienna;Austria;48.198066640115535, 16.370268087277807;Austria, Vienna, Wieden
7673201;30m² Trendy Studio for 2 People;13951194;Leopoldstadt;Entire home/apt;62;2;12;25.12.2019;0.23;17;352;16.06.2020;Vienna;Austria;48.22304326907928, 16.402265982599776;Austria, Vienna, Leopoldstadt
7869686;Silent & cosy loft;41475711;Landstra§e;Entire home/apt;29;1;18;21.02.2016;0.31;1;0;16.06.2020;Vienna;Austria;48.19282509673391, 16.393699424553443;Austria, Vienna, Landstra§e
7990947;Kumpfgasse Premium Top 8;8632750;Innere Stadt;Entire home/apt;100;2;8;03.03.2020;0.16;82;355;16.06.2020;Vienna;Austria;48.207359686778844, 16.377640915858972;Austria, Vienna, Innere Stadt
8547464;At Center near the State Opera H.;518644;Margareten;Entire home/apt;49;1;39;22.12.2019;0.73;52;136;16.06.2020;Vienna;Austria;48.1954936879945, 16.359963832531;Austria, Vienna, Margareten
9124415;Small modern studio with a view;33997955;Leopoldstadt;Entire home/apt;45;3;194;09.03.2020;Бер.55;1;89;16.06.2020;Vienna;Austria;48.223438835508794, 16.405450372225893;Austria, Vienna, Leopoldstadt
9306139;"Central Location 1 Bed Apt. ""SCHOTTENRING""";6132593;Innere Stadt;Entire home/apt;100;2;20;21.01.2020;0.36;7;267;16.06.2020;Vienna;Austria;48.217212822963006, 16.367169612336856;Austria, Vienna, Innere Stadt
9343391;central flat with garden and flair;4524119;Neubau;Entire home/apt;140;2;27;03.01.2020;0.49;1;0;16.06.2020;Vienna;Austria;48.206230876646934, 16.349865906653193;Austria, Vienna, Neubau
9396589;Good vibes in Ottakring *****Vienna;7368567;Ottakring;Entire home/apt;345;2;117;15.03.2020;Лют.16;5;301;16.06.2020;Vienna;Austria;48.21030664843472, 16.324703268484495;Austria, Vienna, Ottakring
9849105;Modern 2 floor apartment;6797953;Mariahilf;Entire home/apt;70;2;78;15.03.2020;Січ.42;2;304;16.06.2020;Vienna;Austria;48.2000029426294, 16.35519897643301;Austria, Vienna, Mariahilf
10065806;85m2 Wohnung mit Balkon;9722631;Penzing;Entire home/apt;110;30;8;10.09.2019;0.23;1;14;16.06.2020;Vienna;Austria;48.20391484962744, 16.30337669365108;Austria, Vienna, Penzing
10581428;Tabor Orange Comfort with Balcony;54441651;Leopoldstadt;Entire home/apt;83;1;1;28.12.2018;0.06;37;248;16.06.2020;Vienna;Austria;48.22038374194966, 16.37875522403907;Austria, Vienna, Leopoldstadt
10759835;Scandinavian Style Studio Apartment;9991820;Hietzing;Entire home/apt;59;7;251;05.06.2020;Кві.76;4;312;16.06.2020;Vienna;Austria;48.1894265548373, 16.268732211958252;Austria, Vienna, Hietzing
10795299;With TERRACE in TOP LOCATION;30923164;Mariahilf;Entire home/apt;130;14;10;01.01.2020;0.2;3;350;16.06.2020;Vienna;Austria;48.19494927282276, 16.34051807938702;Austria, Vienna, Mariahilf
10915114;Nice flat | Contactless Check-In with Smartphone;56576230;Penzing;Entire home/apt;59;3;199;15.03.2020;04.Бер;3;180;16.06.2020;Vienna;Austria;48.196620280731366, 16.306745811144637;Austria, Vienna, Penzing
11073495;Lovely Penthouse Apartment;57486025;Favoriten;Entire home/apt;69;1;416;12.03.2020;Сер.13;1;301;16.06.2020;Vienna;Austria;48.17310934653869, 16.375584320250965;Austria, Vienna, Favoriten
11195719;Zentrale helle gemütliche Wohnung;15842063;Brigittenau;Entire home/apt;28;2;12;01.01.2020;0.53;1;16;16.06.2020;Vienna;Austria;48.22949443092956, 16.371760296544423;Austria, Vienna, Brigittenau
11366857;UNO City & VIC, 6 pax apartment;3287016;Leopoldstadt;Entire home/apt;140;3;47;14.02.2020;0.92;6;90;16.06.2020;Vienna;Austria;48.22247540814528, 16.39870312054244;Austria, Vienna, Leopoldstadt
11549546;Charmantes Apartment Nähe Naschmarkt;60967145;Margareten;Entire home/apt;69;2;7;06.03.2020;01.Вер;1;0;16.06.2020;Vienna;Austria;48.18975424026253, 16.352162128668425;Austria, Vienna, Margareten
11702919;Modern Apartment next to Stadthalle;37612744;Ottakring;Entire home/apt;59;2;0;;;1;0;16.06.2020;Vienna;Austria;48.205242866404994, 16.33364034848;Austria, Vienna, Ottakring
12004936;Nice and cosy appartement;14374915;Margareten;Entire home/apt;75;2;13;03.01.2020;0.26;1;187;16.06.2020;Vienna;Austria;48.18566523902524, 16.355125574274325;Austria, Vienna, Margareten
12087695;Apartment GS8-9d;5874520;Leopoldstadt;Entire home/apt;50;28;10;24.06.2019;0.2;58;358;16.06.2020;Vienna;Austria;48.22027622622374, 16.374631890479147;Austria, Vienna, Leopoldstadt
12139094;Große Familienwohnung;21162509;Favoriten;Entire home/apt;120;1;0;;;1;0;16.06.2020;Vienna;Austria;48.16835008186907, 16.367744280796195;Austria, Vienna, Favoriten
12446209;120m² sunny luxury apt. downtown;17145906;Josefstadt;Entire home/apt;190;2;2;30.05.2016;0.04;3;191;16.06.2020;Vienna;Austria;48.20946720087568, 16.33934430289484;Austria, Vienna, Josefstadt
12517473;Luxus-Apartment Wien ALEXANDRA;67605708;Leopoldstadt;Entire home/apt;91;2;65;09.12.2019;Січ.29;4;338;16.06.2020;Vienna;Austria;48.22062032828215, 16.37465386868175;Austria, Vienna, Leopoldstadt
13229817;Luxury Designer Loft near City Center (110m²);74270061;Alsergrund;Entire home/apt;120;1;1;24.07.2016;0.02;1;0;16.06.2020;Vienna;Austria;48.225134622699706, 16.360821245415124;Austria, Vienna, Alsergrund
13424929;Fabulous City Center Apartment - Apt 15a;1547126;Alsergrund;Entire home/apt;148;1;183;04.03.2020;Бер.82;38;291;16.06.2020;Vienna;Austria;48.21544107041636, 16.363560634514734;Austria, Vienna, Alsergrund
13440589;beautiful stay in the heart of Vienna;7089237;Neubau;Entire home/apt;100;2;4;16.07.2016;0.08;1;0;16.06.2020;Vienna;Austria;48.204208800001034, 16.348118828184145;Austria, Vienna, Neubau
13763957;Modern, quiet apartment next to Grüner Prater;22877992;Leopoldstadt;Entire home/apt;100;3;4;15.08.2016;0.08;1;0;16.06.2020;Vienna;Austria;48.214211525239065, 16.415684824164742;Austria, Vienna, Leopoldstadt
13843653;Mint little appartment close to the center;38517353;Innere Stadt;Entire home/apt;49;2;0;;;1;0;16.06.2020;Vienna;Austria;48.211181978428435, 16.383160439917475;Austria, Vienna, Innere Stadt
14173208;Cosy Central Appartement in Vienna;69465044;Landstra§e;Entire home/apt;57;7;4;26.04.2017;0.1;1;0;16.06.2020;Vienna;Austria;48.192718740063626, 16.40128150066642;Austria, Vienna, Landstra§e
14311241;Vintage Apartment 7 in a hip neighborhood;41261005;Mariahilf;Entire home/apt;100;1;78;22.05.2020;Січ.73;14;325;16.06.2020;Vienna;Austria;48.188497116615956, 16.346478542761343;Austria, Vienna, Mariahilf
14367782;Sunny and big apartment in a very special house;88122068;Leopoldstadt;Entire home/apt;99;2;8;08.08.2019;0.17;1;254;16.06.2020;Vienna;Austria;48.22512852580623, 16.39298886566814;Austria, Vienna, Leopoldstadt
14656697;lovely HOME in Vienna*well located & well equipped;5825764;Ottakring;Entire home/apt;42;2;53;06.01.2019;Січ.29;1;0;16.06.2020;Vienna;Austria;48.2052819418377, 16.329135090962062;Austria, Vienna, Ottakring
14780707;Renovated charming apartment;22995296;Alsergrund;Entire home/apt;250;2;153;16.03.2020;Бер.45;2;235;16.06.2020;Vienna;Austria;48.217923031081305, 16.361024311621332;Austria, Vienna, Alsergrund
15063724;Colorful family home in hip + cool neighborhood;2388131;Wieden;Entire home/apt;130;4;40;18.02.2020;0.89;2;0;16.06.2020;Vienna;Austria;48.1936612403373, 16.36856539782131;Austria, Vienna, Wieden
15202151;Newly furnished, walking distance to city center!;96543100;Neubau;Entire home/apt;68;2;209;12.03.2020;Тра.53;1;27;16.06.2020;Vienna;Austria;48.205997988586326, 16.344921458851964;Austria, Vienna, Neubau
15672300;Design Apartment - 1. Bezirk, Judenplatz;101214625;Innere Stadt;Entire home/apt;100;2;59;20.12.2019;Січ.34;1;25;16.06.2020;Vienna;Austria;48.21159445417438, 16.36968613794268;Austria, Vienna, Innere Stadt
15737125;City quiet Studio right at the center of Vienna;518644;Margareten;Entire home/apt;55;1;23;22.02.2020;0.56;52;180;16.06.2020;Vienna;Austria;48.19520892188981, 16.359994167367812;Austria, Vienna, Margareten
