Room ID;Name;Host ID;Neighbourhood;Room type;Room Price;Minimum nights;Number of reviews;Date last review;Number of reviews per month;Rooms rent by the host;Availibility;Updated Date;City;Country;Coordinates;Location
23136771;big classic viennese apartment,(65m2)/near center;171947053;Leopoldstadt;Entire home/apt;40;2;18;09.12.2018;0.66;1;0;16.06.2020;Vienna;Austria;48.225665984543866, 16.389738289354586;Austria, Vienna, Leopoldstadt
23154685;Hip Apartment Near Messe;172035332;Leopoldstadt;Entire home/apt;90;4;46;15.03.2020;Січ.72;1;0;16.06.2020;Vienna;Austria;48.218013054025135, 16.41071031868521;Austria, Vienna, Leopoldstadt
23234955;NEW apartment-top location Belvedere-Hauptbhf-City;36726778;Wieden;Entire home/apt;45;3;94;15.03.2020;Бер.43;1;91;16.06.2020;Vienna;Austria;48.189939037487164, 16.377606309209288;Austria, Vienna, Wieden
23546717;Apartment Rubenspark City Center;46609333;Wieden;Entire home/apt;35;10;10;31.08.2019;0.38;1;0;16.06.2020;Vienna;Austria;48.192713857635276, 16.36592660016805;Austria, Vienna, Wieden
23646483;Zentrale, Geräumige Altbauwohnung nähe Augarten;33108364;Leopoldstadt;Entire home/apt;62;3;16;05.11.2018;0.58;1;0;16.06.2020;Vienna;Austria;48.215823439959124, 16.385566126317247;Austria, Vienna, Leopoldstadt
23728899;Convenient Public transport in central Vienna;154980923;Landstra§e;Entire home/apt;299;1;5;08.04.2018;0.18;1;0;16.06.2020;Vienna;Austria;48.188417166301114, 16.395774142889064;Austria, Vienna, Landstra§e
23729462;Top 50 m2 apartment!;837555;Rudolfsheim-Fnfhaus;Entire home/apt;50;3;22;02.01.2020;0.87;1;7;16.06.2020;Vienna;Austria;48.201069443967306, 16.330418152238565;Austria, Vienna, Rudolfsheim-Fnfhaus
23776025;Trending Apartment;178191338;Floridsdorf;Entire home/apt;65;1;7;01.12.2018;0.25;2;153;16.06.2020;Vienna;Austria;48.26578111992492, 16.39369207757736;Austria, Vienna, Floridsdorf
23789309;New with a View. Apartment near Messe Wien;146020503;Leopoldstadt;Entire home/apt;74;1;197;08.06.2020;Лип.17;5;0;16.06.2020;Vienna;Austria;48.21561012139294, 16.412619606338637;Austria, Vienna, Leopoldstadt
24366245;Studio apartment in a typical Viennese building;183880033;Margareten;Entire home/apt;61;3;83;15.03.2020;Бер.16;1;161;16.06.2020;Vienna;Austria;48.18698222913397, 16.359997901585622;Austria, Vienna, Margareten
24443838;Wieden - 330-2;101614640;Wieden;Entire home/apt;119;1;1;20.08.2018;0.04;17;335;16.06.2020;Vienna;Austria;48.188423115367435, 16.374249613531394;Austria, Vienna, Wieden
24623977;Designer apartment/Gumpendorf;671467;Mariahilf;Entire home/apt;100;1;96;31.05.2020;Бер.72;2;330;16.06.2020;Vienna;Austria;48.19837172833946, 16.355406662161226;Austria, Vienna, Mariahilf
24673903;Historical Palais in central and beautiful area;72705384;Leopoldstadt;Entire home/apt;59;2;61;24.05.2020;Лют.35;3;174;16.06.2020;Vienna;Austria;48.212813834519764, 16.382216634888163;Austria, Vienna, Leopoldstadt
25412505;Blueberry Living City Apartment;108526915;Landstra§e;Entire home/apt;124;1;73;01.03.2020;Лют.97;6;335;16.06.2020;Vienna;Austria;48.193626078782856, 16.400384655155722;Austria, Vienna, Landstra§e
25498831;Modern designed with terrace 10 min to center;5238710;Landstra§e;Entire home/apt;64;4;51;17.02.2020;Лют.15;1;65;16.06.2020;Vienna;Austria;48.19286657455343, 16.399107483826956;Austria, Vienna, Landstra§e
25502340;EXQUISITE 3 SZ WOHNUNG MIT 7* BLICK IN TRAUMLAGE;16914899;Dbling;Entire home/apt;400;28;0;;;1;178;16.06.2020;Vienna;Austria;48.286919245434405, 16.345507817568944;Austria, Vienna, Dbling
25764709;BRIGHT PENTHOUSE/w. terrace near Centre;50945012;Margareten;Entire home/apt;140;1;15;22.07.2019;0.62;42;331;16.06.2020;Vienna;Austria;48.19263240163525, 16.356784393860078;Austria, Vienna, Margareten
25972493;Cosy 70m2 apt. in green area close to centre for 2;6508566;Dbling;Entire home/apt;39;5;23;18.12.2018;0.94;1;0;16.06.2020;Vienna;Austria;48.24295170289036, 16.34901455009446;Austria, Vienna, Dbling
26112452;Spacious apartment (100m²) near city centre;196294215;Landstra§e;Entire home/apt;110;2;47;02.01.2020;Січ.99;1;180;16.06.2020;Vienna;Austria;48.19409862494469, 16.38785549905856;Austria, Vienna, Landstra§e
26175107;Helles und ruhiges Studio;16418931;Rudolfsheim-Fnfhaus;Entire home/apt;49;4;28;29.12.2019;Січ.18;1;275;16.06.2020;Vienna;Austria;48.19633021638768, 16.319736296083914;Austria, Vienna, Rudolfsheim-Fnfhaus
26249405;3 Rooms,2 Bathrooms Penthouse close to OPERA#9of10;1996189;Innere Stadt;Entire home/apt;330;2;25;14.03.2020;01.Гру;10;314;16.06.2020;Vienna;Austria;48.200447876091005, 16.36907931613471;Austria, Vienna, Innere Stadt
26318853;Stephansdom three-bedroom Apartment;7147147;Innere Stadt;Entire home/apt;250;3;47;19.02.2020;Лют.13;22;210;16.06.2020;Vienna;Austria;48.20759164454607, 16.37101884229847;Austria, Vienna, Innere Stadt
26410093;Splendid Apartment Vienna;198589034;Rudolfsheim-Fnfhaus;Entire home/apt;66;2;54;05.03.2020;02.Кві;1;321;16.06.2020;Vienna;Austria;48.19643559660429, 16.32204920844337;Austria, Vienna, Rudolfsheim-Fnfhaus
26577900;Cosy apartment, perfect for couples & small groups;112196513;Leopoldstadt;Entire home/apt;50;3;26;25.02.2020;01.Лис;1;60;16.06.2020;Vienna;Austria;48.21993600500623, 16.408726202485408;Austria, Vienna, Leopoldstadt
26604073;LivingInn6 - Apartment 5;4100946;Leopoldstadt;Entire home/apt;75;2;0;;;9;0;16.06.2020;Vienna;Austria;48.23087525131534, 16.387579369128854;Austria, Vienna, Leopoldstadt
26838872;Gemütliche Wiener Stadtwohnung;38456970;Alsergrund;Entire home/apt;45;1;81;01.04.2020;Бер.55;3;0;16.06.2020;Vienna;Austria;48.23030153264217, 16.35282860817502;Austria, Vienna, Alsergrund
27184203;Atelier Franz Josef;40417264;Alsergrund;Entire home/apt;35;3;8;02.01.2019;0.38;1;0;16.06.2020;Vienna;Austria;48.22901486410447, 16.358526187264328;Austria, Vienna, Alsergrund
27594991;Vienna Urban Flat Top 13;161228192;Whring;Entire home/apt;45;30;1;23.10.2019;0.13;3;269;16.06.2020;Vienna;Austria;48.222131519869606, 16.338358878891352;Austria, Vienna, Whring
27947912;"AKH - 1 Bed Apartment ""ANTONIGASSE""";6132593;Whring;Entire home/apt;80;2;2;29.02.2020;0.13;7;297;16.06.2020;Vienna;Austria;48.22103413005725, 16.341922706590637;Austria, Vienna, Whring
27994755;elegant apartment top 12;23443905;Landstra§e;Entire home/apt;120;2;1;06.10.2018;0.05;7;226;16.06.2020;Vienna;Austria;48.195011918521736, 16.406226095670604;Austria, Vienna, Landstra§e
28099013;Sonnige Cottage-Wohnung im noblen Döblinger Villenviertel;41249234;Dbling;Entire home/apt;75;1;19;03.01.2020;0.89;1;270;16.06.2020;Vienna;Austria;48.2349677996714, 16.350155378992675;Austria, Vienna, Dbling
28828321;Cozy & bright apartment in City Center (2-10 min);160235484;Leopoldstadt;Entire home/apt;29;2;8;30.12.2019;0.62;1;0;16.06.2020;Vienna;Austria;48.21449891890373, 16.39233498209979;Austria, Vienna, Leopoldstadt
28933964;Neu renoviertes Appartement in Top-Lage;60225373;Josefstadt;Entire home/apt;90;100;24;26.04.2020;Січ.36;1;109;16.06.2020;Vienna;Austria;48.208979143019114, 16.35311700195314;Austria, Vienna, Josefstadt
29169528;★ Studio near main station /w garden+parking+AC ★;26261930;Favoriten;Entire home/apt;60;1;147;09.03.2020;07.Тра;1;168;16.06.2020;Vienna;Austria;48.17778956682058, 16.38489074277682;Austria, Vienna, Favoriten
29421839;Between Schoenbrunn and the City Center. Apt. 34;106634851;Meidling;Entire home/apt;69;2;23;14.03.2020;Січ.29;28;215;16.06.2020;Vienna;Austria;48.18483602775708, 16.3366365471032;Austria, Vienna, Meidling
29430963;Between Schoenbrunn and the City Center. Apt. 38;106634851;Meidling;Entire home/apt;69;2;19;16.03.2020;02.Тра;28;358;16.06.2020;Vienna;Austria;48.18358591255942, 16.33516657829889;Austria, Vienna, Meidling
29476339;Sweet Spot between City Centre and Danube;209195168;Alsergrund;Entire home/apt;42;3;13;23.02.2020;0.94;1;19;16.06.2020;Vienna;Austria;48.222012147896486, 16.366864354381047;Austria, Vienna, Alsergrund
29504317;Imperial Apartments Schönbrunn;222188391;Hietzing;Entire home/apt;115;2;2;19.08.2019;0.15;1;0;16.06.2020;Vienna;Austria;48.17172100092011, 16.296031587399227;Austria, Vienna, Hietzing
29873546;2 Bedrooms 2 Bathrooms Close to Belvedere;4331202;Wieden;Entire home/apt;275;3;18;27.01.2020;0.98;73;321;16.06.2020;Vienna;Austria;48.19718318714065, 16.374108961227435;Austria, Vienna, Wieden
29901052;Studio Vienna;109137269;Whring;Entire home/apt;54;2;45;06.03.2020;Лют.72;3;365;16.06.2020;Vienna;Austria;48.22568390446889, 16.343087655254337;Austria, Vienna, Whring
30036144;Historic Belvedere Apartment;225744285;Landstra§e;Entire home/apt;55;5;23;09.02.2020;Січ.21;1;34;16.06.2020;Vienna;Austria;48.19247797511776, 16.38975087338309;Austria, Vienna, Landstra§e
30058773;Artistic central (Secret) Gardens' Flat;2764320;Leopoldstadt;Entire home/apt;49;1;101;15.03.2020;Тра.31;4;365;16.06.2020;Vienna;Austria;48.224397907363276, 16.401124200271123;Austria, Vienna, Leopoldstadt
30061008;sweet dreams;225902841;Ottakring;Entire home/apt;94;2;24;28.02.2020;Січ.36;2;329;16.06.2020;Vienna;Austria;48.20685143098518, 16.335788179990836;Austria, Vienna, Ottakring
30224128;La Petite Imperiale;145924174;Alsergrund;Entire home/apt;59;2;75;04.03.2020;04.Кві;1;85;16.06.2020;Vienna;Austria;48.22581935751725, 16.355066157482803;Austria, Vienna, Alsergrund
30336647;Stylish and quiet apartment;28743480;Wieden;Entire home/apt;89;7;65;14.03.2020;03.Чер;2;207;16.06.2020;Vienna;Austria;48.195876366107946, 16.37073772355573;Austria, Vienna, Wieden
30372920;City Apartment in Mariahilfer Straße;228034044;Neubau;Entire home/apt;100;2;12;27.02.2020;0.64;1;180;16.06.2020;Vienna;Austria;48.20212252859289, 16.360441663216882;Austria, Vienna, Neubau
30415510;1 /5 Zimmer Wohnung näher Schönbrunn;228371513;Rudolfsheim-Fnfhaus;Entire home/apt;49;2;12;30.06.2019;0.65;1;0;16.06.2020;Vienna;Austria;48.18837339582073, 16.324444053794508;Austria, Vienna, Rudolfsheim-Fnfhaus
30459276;20min from Center cozy apartment;194790381;Brigittenau;Entire home/apt;60;2;61;15.03.2020;Бер.46;1;99;16.06.2020;Vienna;Austria;48.229676046664395, 16.374759039441436;Austria, Vienna, Brigittenau
30685880;Schöne helle 3-Zi.-Wohnung nahe Schloss Schönbrunn;47407106;Penzing;Entire home/apt;75;4;4;10.11.2019;0.22;3;0;16.06.2020;Vienna;Austria;48.19458156454479, 16.314082760156186;Austria, Vienna, Penzing
30693053;Center apartment with 2 balcony;72306907;Innere Stadt;Entire home/apt;290;1;24;24.02.2020;Січ.45;6;356;16.06.2020;Vienna;Austria;48.21028620617724, 16.37928874462682;Austria, Vienna, Innere Stadt
30708341;Penthouse Feeling, Blick übers südliche Wien;214746691;Liesing;Entire home/apt;110;3;34;31.01.2020;Січ.89;1;0;16.06.2020;Vienna;Austria;48.137377470569646, 16.351313313162493;Austria, Vienna, Liesing
30726263;Spacious Bright  Loft with Terrace close to Center;12464530;Rudolfsheim-Fnfhaus;Entire home/apt;110;2;22;02.03.2020;Січ.53;1;179;16.06.2020;Vienna;Austria;48.19110972366085, 16.33577585754604;Austria, Vienna, Rudolfsheim-Fnfhaus
30972228;Beautiful Apartment with an  view over Vienna;53270069;Ottakring;Entire home/apt;20;5;0;;;2;0;16.06.2020;Vienna;Austria;48.21056010585015, 16.326875248913602;Austria, Vienna, Ottakring
31072678;Raimond Apartment Josefstadt top 7;115540983;Josefstadt;Entire home/apt;95;1;54;13.03.2020;03.Тра;10;0;16.06.2020;Vienna;Austria;48.21470979075168, 16.34905709355496;Austria, Vienna, Josefstadt
31213981;Viennese charme & comfort;211810164;Rudolfsheim-Fnfhaus;Entire home/apt;74;2;4;29.09.2019;0.25;1;256;16.06.2020;Vienna;Austria;48.18803366749009, 16.326388976332627;Austria, Vienna, Rudolfsheim-Fnfhaus
31284137;Super-stylish apartment in pedestrian area;44867079;Mariahilf;Entire home/apt;80;2;21;16.02.2020;Січ.23;1;42;16.06.2020;Vienna;Austria;48.19735178639322, 16.347675161693648;Austria, Vienna, Mariahilf
31454849;Cozy flat near by Friedensbrücke/Spitellau;104205496;Alsergrund;Entire home/apt;60;2;3;31.12.2019;0.18;1;0;16.06.2020;Vienna;Austria;48.2284128881227, 16.35619669337885;Austria, Vienna, Alsergrund
31632181;Premium Design Apartment with Market View;16630883;Meidling;Entire home/apt;200;2;4;03.01.2020;0.39;1;88;16.06.2020;Vienna;Austria;48.18102476534677, 16.33372547963241;Austria, Vienna, Meidling
31873592;D42 City Apartment close to city centre;51562386;Rudolfsheim-Fnfhaus;Entire home/apt;40;28;5;17.03.2020;0.41;12;168;16.06.2020;Vienna;Austria;48.19980879738199, 16.324043182824962;Austria, Vienna, Rudolfsheim-Fnfhaus
31892519;New appartement with much charming;233481899;Favoriten;Entire home/apt;34;3;10;14.03.2020;0.81;5;178;16.06.2020;Vienna;Austria;48.17767667298089, 16.355766588282314;Austria, Vienna, Favoriten
31897632;NEW! LOW BUDGET flat in the middle of Vienna;132624319;Alsergrund;Entire home/apt;58;1;16;01.01.2020;0.97;1;85;16.06.2020;Vienna;Austria;48.22540432433876, 16.365966664591866;Austria, Vienna, Alsergrund
31943042;Modern attic apartment near Reumannplatz;4615178;Favoriten;Entire home/apt;95;3;1;31.03.2019;0.07;10;167;16.06.2020;Vienna;Austria;48.167232845220376, 16.372542796667254;Austria, Vienna, Favoriten
31971725;Cozy Apartment close to Stephansdom;183137520;Innere Stadt;Entire home/apt;85;3;4;04.03.2020;0.27;16;356;16.06.2020;Vienna;Austria;48.21175399938058, 16.37113811110818;Austria, Vienna, Innere Stadt
32034175;BORDEAUX-Ruhiges, zentral gelegenes Apartment;208287922;Landstra§e;Entire home/apt;90;1;98;09.06.2020;Тра.96;2;282;16.06.2020;Vienna;Austria;48.2028717982811, 16.3814386029475;Austria, Vienna, Landstra§e
32109325;Stylish & Spacious Apartment/w. balcony;50945012;Mariahilf;Entire home/apt;140;1;10;02.11.2019;0.61;42;327;16.06.2020;Vienna;Austria;48.19264145055723, 16.343564974305465;Austria, Vienna, Mariahilf
32490694;Ferienwohnung Schloessel 26/16;228226640;Josefstadt;Entire home/apt;199;1;4;19.01.2020;0.25;4;165;16.06.2020;Vienna;Austria;48.21416025445602, 16.35305683086342;Austria, Vienna, Josefstadt
32609072;Beautiful apartment of adi alex;48642464;Favoriten;Entire home/apt;45;1;3;28.04.2019;0.19;2;0;16.06.2020;Vienna;Austria;48.17507049792681, 16.38044586135054;Austria, Vienna, Favoriten
32853869;Next to Stadthalle   -  VIENNA    -   AUSTRIA;247166810;Rudolfsheim-Fnfhaus;Entire home/apt;29;1;32;06.03.2020;Лют.31;1;320;16.06.2020;Vienna;Austria;48.204329734210646, 16.327825184985322;Austria, Vienna, Rudolfsheim-Fnfhaus
33029031;"Central flat in the Viennese ""Servitenviertel""";204455189;Alsergrund;Entire home/apt;79;30;27;16.01.2020;Січ.79;1;106;16.06.2020;Vienna;Austria;48.21983481183619, 16.3678454590166;Austria, Vienna, Alsergrund
33072934;SUPERHOST Kingsize bedroom Apt Central Station;103028422;Favoriten;Entire home/apt;55;2;44;12.03.2020;Лют.91;11;77;16.06.2020;Vienna;Austria;48.165392768807386, 16.380307040593724;Austria, Vienna, Favoriten
33084262;HI:ROOMS Vienna W3;248993265;Rudolfsheim-Fnfhaus;Entire home/apt;150;1;0;;;3;199;16.06.2020;Vienna;Austria;48.19006299324915, 16.336064031348553;Austria, Vienna, Rudolfsheim-Fnfhaus
33354436;Asia Style City Apartment;60472142;Neubau;Entire home/apt;110;2;46;21.02.2020;Бер.27;1;87;16.06.2020;Vienna;Austria;48.20084120372698, 16.353710689404203;Austria, Vienna, Neubau
33362170;Nice apartment near to the metro and Schönbrunn!;161577153;Meidling;Entire home/apt;70;3;0;;;1;350;16.06.2020;Vienna;Austria;48.179172784534266, 16.330048155225;Austria, Vienna, Meidling
33362993;Vienna Time – spacious 2BDR APT, with terrace;251329525;Mariahilf;Entire home/apt;190;3;20;27.12.2019;Січ.42;1;270;16.06.2020;Vienna;Austria;48.19208670673469, 16.353873611182728;Austria, Vienna, Mariahilf
33483658;Große Apartment;252299519;Whring;Entire home/apt;200;1;13;11.02.2020;0.89;2;356;16.06.2020;Vienna;Austria;48.23110104014243, 16.351144190419912;Austria, Vienna, Whring
33511789;♔ AUGARTEN | CITY-CENTER SUITE;22655123;Leopoldstadt;Entire home/apt;100;3;6;09.03.2020;0.9;5;87;16.06.2020;Vienna;Austria;48.22072078316082, 16.381530090196808;Austria, Vienna, Leopoldstadt
33758064;Modern and stylish flat in vienna city centre;253180759;Innere Stadt;Entire home/apt;200;4;1;04.04.2020;0.41;2;291;16.06.2020;Vienna;Austria;48.21046195595877, 16.37415579632054;Austria, Vienna, Innere Stadt
33820346;Beautiful Central Apartment near Landstrasse;255343071;Landstra§e;Entire home/apt;40;5;32;05.03.2020;Лют.42;1;5;16.06.2020;Vienna;Austria;48.20948776932002, 16.392550868528414;Austria, Vienna, Landstra§e
33830380;Roof top apartment with city view;47482996;Brigittenau;Entire home/apt;84;3;10;16.12.2019;0.71;1;0;16.06.2020;Vienna;Austria;48.23030737969399, 16.366833919337058;Austria, Vienna, Brigittenau
33847450;Awesome City Center | Apartment Mexico;47034279;Wieden;Entire home/apt;42;1;55;07.03.2020;Бер.91;22;261;16.06.2020;Vienna;Austria;48.197277510020164, 16.367522337575032;Austria, Vienna, Wieden
33892027;"Apartment ""Little Silent Oasis""";183137520;Landstra§e;Entire home/apt;60;2;4;24.02.2020;0.33;16;43;16.06.2020;Vienna;Austria;48.20954533570668, 16.38709201248736;Austria, Vienna, Landstra§e
33897486;Cozy apartment near the Center;255975500;Ottakring;Entire home/apt;40;2;27;20.01.2020;Січ.92;1;363;16.06.2020;Vienna;Austria;48.209633819584646, 16.335446807673097;Austria, Vienna, Ottakring
34318841;Between Schoenbrunn and the City Center. Apt. 40;106634851;Meidling;Entire home/apt;65;2;25;04.03.2020;Лют.48;28;343;16.06.2020;Vienna;Austria;48.18331883785994, 16.335431995000935;Austria, Vienna, Meidling
34386027;Cozy, modern central Viennese apartment;259590554;Leopoldstadt;Entire home/apt;50;3;39;13.03.2020;02.Вер;1;46;16.06.2020;Vienna;Austria;48.21763124747568, 16.379403968352108;Austria, Vienna, Leopoldstadt
34401696;Modern Apartment close to the City Center;39183458;Margareten;Entire home/apt;60;3;1;20.05.2019;0.08;1;0;16.06.2020;Vienna;Austria;48.1851162485306, 16.352443786876115;Austria, Vienna, Margareten
34497197;Ferienhaus Wien - Kunuku;236337588;Hernals;Entire home/apt;110;3;0;;;2;356;16.06.2020;Vienna;Austria;48.22112791493209, 16.287242803028853;Austria, Vienna, Hernals
34504995;Neu renoviertes, stylisches Apartment nahe Zentrum;30894197;Landstra§e;Entire home/apt;99;90;14;14.07.2019;01.Сер;2;92;16.06.2020;Vienna;Austria;48.19951628858907, 16.389181846043936;Austria, Vienna, Landstra§e
34521071;Planetengasse 1;260542077;Favoriten;Entire home/apt;80;1;28;02.03.2020;Лют.25;1;181;16.06.2020;Vienna;Austria;48.18090541568711, 16.37719438360318;Austria, Vienna, Favoriten
34626162;Nice Furnished One Room Apartment;261231242;Ottakring;Entire home/apt;40;3;18;03.02.2020;Січ.46;1;167;16.06.2020;Vienna;Austria;48.21175184809976, 16.330120214850666;Austria, Vienna, Ottakring
34934246;Vienna Residence | Premium business apartment with air conditioning and private terrace #6364;15935294;Hietzing;Entire home/apt;140;2;1;25.07.2019;0.09;100;321;16.06.2020;Vienna;Austria;48.18842983783374, 16.292285992661707;Austria, Vienna, Hietzing
35123301;TOP 6 Schönes frisch renoviertes Appartment;253048870;Liesing;Entire home/apt;54;1;27;21.01.2020;02.Лис;4;167;16.06.2020;Vienna;Austria;48.152280186007246, 16.332644421930514;Austria, Vienna, Liesing
35402822;Spacious City Apartment - 110m² - 6 Persons;4304771;Mariahilf;Entire home/apt;60;28;4;03.01.2020;0.37;50;60;16.06.2020;Vienna;Austria;48.19388252410202, 16.343861458743856;Austria, Vienna, Mariahilf
35464239;Bright and Beautiful Apartment in the City Center;12753699;Alsergrund;Entire home/apt;79;1;56;29.05.2020;Кві.57;22;252;16.06.2020;Vienna;Austria;48.22648471601202, 16.353406264797435;Austria, Vienna, Alsergrund
35642953;JOE APARTMENT;268138453;Ottakring;Entire home/apt;49;30;0;;;1;74;16.06.2020;Vienna;Austria;48.2168587030332, 16.31978739989517;Austria, Vienna, Ottakring
35777838;Exklusive 2 Zimmer Wohnung  am grünen Prater 13/61;153367587;Leopoldstadt;Entire home/apt;65;3;25;06.06.2020;Лют.23;6;160;16.06.2020;Vienna;Austria;48.2108695771623, 16.41196932281501;Austria, Vienna, Leopoldstadt
35893747;Little cosy studio, close to the center;6857250;Meidling;Entire home/apt;50;4;2;17.07.2019;0.18;1;0;16.06.2020;Vienna;Austria;48.18180651823682, 16.344098688786772;Austria, Vienna, Meidling
35910519;Bright, Cosy&Marvelous Apartment in Prime Location;249583292;Hernals;Entire home/apt;60;1;45;31.05.2020;Бер.76;19;351;16.06.2020;Vienna;Austria;48.218559081283324, 16.337544564253662;Austria, Vienna, Hernals
35933895;Charming Viennese flat near Augarten;3689955;Brigittenau;Entire home/apt;48;2;11;24.12.2019;0.93;1;179;16.06.2020;Vienna;Austria;48.23028182234204, 16.374919829164007;Austria, Vienna, Brigittenau
36088244;Live between famous BELVEDERE and Central Station;50945012;Wieden;Entire home/apt;130;1;3;17.03.2020;0.28;42;298;16.06.2020;Vienna;Austria;48.18930123495093, 16.371522931806414;Austria, Vienna, Wieden
36196823;Home at Stephansdom Heart of Vienna;272227239;Innere Stadt;Entire home/apt;94;1;29;17.11.2019;Лют.51;1;0;16.06.2020;Vienna;Austria;48.20768370008009, 16.378032677149235;Austria, Vienna, Innere Stadt
36275077;NEW Central located Apartment;272823861;Mariahilf;Entire home/apt;100;1;53;19.01.2020;04.Чер;1;78;16.06.2020;Vienna;Austria;48.19953138065826, 16.35892952654522;Austria, Vienna, Mariahilf
36480988;stefan süss;274294886;Alsergrund;Entire home/apt;60;2;0;;;1;0;16.06.2020;Vienna;Austria;48.2290815106365, 16.354952174124954;Austria, Vienna, Alsergrund
36682475;Bohemian Apartment in Between Two Parks;264559293;Leopoldstadt;Entire home/apt;80;2;7;05.01.2020;0.7;1;0;16.06.2020;Vienna;Austria;48.220647880556236, 16.38283442416045;Austria, Vienna, Leopoldstadt
36990090;Studio mit Küche für 4 Personen;276769670;Margareten;Entire home/apt;300;1;0;;;9;217;16.06.2020;Vienna;Austria;48.18535280247779, 16.353566540015006;Austria, Vienna, Margareten
37034172;Stadt - Rückzugs - Oase;119074119;Brigittenau;Entire home/apt;34;2;21;15.06.2020;Січ.97;1;252;16.06.2020;Vienna;Austria;48.23444435856856, 16.38965172839624;Austria, Vienna, Brigittenau
37119663;Wunderschönes neu renoviertes Apartment;232880018;Brigittenau;Entire home/apt;50;2;6;29.02.2020;0.6;2;352;16.06.2020;Vienna;Austria;48.234781710395715, 16.373721448286016;Austria, Vienna, Brigittenau
37286032;City Villa Schönbrunn Apartments #2;278119237;Meidling;Entire home/apt;70;1;42;24.02.2020;Бер.99;7;179;16.06.2020;Vienna;Austria;48.17430338811766, 16.313973076559122;Austria, Vienna, Meidling
37306745;City Villa Schönbrunn Apartments #3;278119237;Meidling;Entire home/apt;70;1;43;29.02.2020;04.Сер;7;179;16.06.2020;Vienna;Austria;48.175722808817646, 16.313810229340266;Austria, Vienna, Meidling
37317718;Single Apt - 10 Min From Main Station - No 99;280575045;Favoriten;Entire home/apt;60;2;0;;;20;0;16.06.2020;Vienna;Austria;48.1804776015507, 16.38339116857819;Austria, Vienna, Favoriten
37518474;Exquisitely Designed Home near Belvedere;50945012;Wieden;Entire home/apt;90;1;2;04.01.2020;0.36;42;353;16.06.2020;Vienna;Austria;48.192038103038364, 16.376514301858126;Austria, Vienna, Wieden
37739584;Cosy Appartment;45426883;Meidling;Entire home/apt;42;3;4;18.10.2019;0.41;2;0;16.06.2020;Vienna;Austria;48.18051798044201, 16.341724417470445;Austria, Vienna, Meidling
131628;"Holiday Apartment ""Modern Vienna""";647465;Ottakring;Entire home/apt;60;7;0;;;2;41;16.06.2020;Vienna;Austria;48.21674288170683, 16.310816193336986;Austria, Vienna, Ottakring
150666;apartment2rent - Schönbrunn Palace;358163;Rudolfsheim-Fnfhaus;Entire home/apt;49;3;46;18.02.2020;0.43;5;365;16.06.2020;Vienna;Austria;48.18913661570537, 16.320157414815068;Austria, Vienna, Rudolfsheim-Fnfhaus
197787;Sunny Apartment Roofterrace (#2);675182;Hernals;Entire home/apt;82;1;2;05.01.2017;0.04;14;336;16.06.2020;Vienna;Austria;48.22302827019362, 16.318191332081337;Austria, Vienna, Hernals
235772;Vienna CityApartments - Luxury 1;1235709;Landstra§e;Entire home/apt;100;2;118;29.02.2020;01.Лют;10;338;16.06.2020;Vienna;Austria;48.20931554072642, 16.38913045155697;Austria, Vienna, Landstra§e
274038;VIC/UNO- Neighborhood Appartement w. Stunnig view;1433280;Donaustadt;Entire home/apt;88;2;23;04.01.2020;0.26;1;0;16.06.2020;Vienna;Austria;48.22593904748856, 16.415612554684945;Austria, Vienna, Donaustadt
328756;Child friendly, bright and charming flat for 3;1679234;Margareten;Entire home/apt;58;3;66;27.02.2020;0.66;1;362;16.06.2020;Vienna;Austria;48.18808539782386, 16.352048282255968;Austria, Vienna, Margareten
333486;Cosy appartment near city center :);1698829;Leopoldstadt;Entire home/apt;45;9;12;27.06.2019;0.17;1;0;16.06.2020;Vienna;Austria;48.22384564790565, 16.37276861388927;Austria, Vienna, Leopoldstadt
610592;Visit Museums from an Arty Apartment in the Design District;3027372;Neubau;Entire home/apt;90;3;77;15.03.2020;0.84;1;214;16.06.2020;Vienna;Austria;48.20336679382013, 16.349881829502273;Austria, Vienna, Neubau
653529;Vienna-City Roof Terrace Apartment;3287016;Alsergrund;Entire home/apt;99;3;15;03.01.2020;0.16;6;14;16.06.2020;Vienna;Austria;48.22607931885464, 16.351881933242183;Austria, Vienna, Alsergrund
874226;Luxury Apartment, near city center;4615178;Alsergrund;Entire home/apt;185;30;6;12.05.2018;0.18;10;0;16.06.2020;Vienna;Austria;48.21705403039134, 16.364438201687612;Austria, Vienna, Alsergrund
918893;TOP Nähe Cottage in Währing;4935851;Whring;Entire home/apt;69;1;130;26.02.2020;Січ.46;2;357;16.06.2020;Vienna;Austria;48.22884872226363, 16.335179691242196;Austria, Vienna, Whring
1023577;ORGANIC CITY LOFT 1 Wienerzimmer;5634518;Neubau;Entire home/apt;69;1;233;02.01.2020;Лют.73;4;365;16.06.2020;Vienna;Austria;48.205735455063234, 16.34579136738489;Austria, Vienna, Neubau
1162934;2 Room Apartment Sigmund Freud;540246;Ottakring;Entire home/apt;65;1;111;26.03.2020;01.Бер;5;226;16.06.2020;Vienna;Austria;48.20577521802988, 16.332461676606822;Austria, Vienna, Ottakring
